graph_file,num_nodes,num_edges
54652601.graph,28,31
441727.graph,33,38
71297609.graph,149,160
54647571.graph,39,44
91857112.graph,121,129
54613823.graph,45,50
134814695.graph,77,77
46173808.graph,29,32
70678822.graph,29,30
2212288.graph,32,35
79437.graph,15,16
131747.graph,14,15
123964.graph,21,23
92136101.graph,127,132
11757884.graph,41,44
122162.graph,22,24
4219997.graph,36,40
23815431.graph,42,46
70679024.graph,35,41
146672617.graph,252,269
11953946.graph,32,36
54641024.graph,22,23
54654354.graph,33,36
442414.graph,29,31
447272.graph,21,21
1007339.graph,23,25
445947.graph,56,56
86289850.graph,27,27
91846441.graph,69,74
60189291.graph,30,33
54646534.graph,32,35
439183.graph,11,10
183470.graph,23,25
25203449.graph,22,24
124202159.graph,18,18
439552.graph,23,24
90658775.graph,21,20
10887971.graph,10,11
967793.graph,25,26
60189640.graph,40,45
3341097.graph,26,27
5288893.graph,37,39
11114482.graph,42,47
13861.graph,9,9
131953099.graph,35,36
5280729.graph,21,21
51351805.graph,48,51
91851096.graph,132,142
91849279.graph,73,78
54618838.graph,40,43
132282504.graph,19,19
54638214.graph,24,26
54638680.graph,27,28
146672652.graph,132,142
13710306.graph,42,48
132282190.graph,68,71
11953903.graph,50,54
24906308.graph,22,22
91856951.graph,177,189
3240537.graph,29,32
54649798.graph,31,33
53355241.graph,36,40
91854264.graph,82,87
86289056.graph,77,79
54654311.graph,36,39
102290074.graph,13,13
92136144.graph,16,15
29740.graph,5,4
70679061.graph,58,60
11713085.graph,36,40
11984819.graph,18,18
54671718.graph,23,25
440727.graph,14,14
91846404.graph,46,48
54646571.graph,36,40
91856112.graph,128,137
86289815.graph,16,17
47576.graph,36,40
16081995.graph,34,39
8394.graph,11,12
439517.graph,19,19
44497002.graph,42,46
44487514.graph,43,46
2998377.graph,19,21
53355690.graph,43,47
91846896.graph,78,83
54649349.graph,44,48
44485662.graph,36,39
24786700.graph,32,31
86289487.graph,35,34
2128917.graph,26,27
146672283.graph,232,248
54638251.graph,28,29
132282541.graph,24,24
135403797.graph,16,17
11954081.graph,27,30
136227915.graph,48,50
72551528.graph,85,87
54618713.graph,37,40
750.graph,5,4
54637795.graph,40,44
5353609.graph,14,14
54664794.graph,35,39
92874.graph,11,12
5280802.graph,15,15
11588811.graph,25,25
5282337.graph,28,30
9543814.graph,46,45
5526.graph,11,11
4369241.graph,54,59
2317626.graph,21,23
9543057.graph,15,15
24523.graph,2,1
10427123.graph,25,27
129834614.graph,14,16
62652.graph,2,1
72344.graph,29,31
71464565.graph,33,35
44495459.graph,40,42
2727113.graph,24,25
54649464.graph,44,48
51381324.graph,25,29
9818021.graph,22,25
131801215.graph,35,39
22295472.graph,21,24
5280490.graph,21,21
25128979.graph,46,49
11182040.graph,60,65
91854549.graph,120,129
440849.graph,13,12
843954.graph,21,23
91849983.graph,101,108
91853059.graph,131,141
25058955.graph,23,25
91972302.graph,81,82
54632522.graph,34,36
6857529.graph,29,32
9544196.graph,63,62
8068.graph,6,5
137333750.graph,46,45
2500772.graph,21,22
25201814.graph,73,75
15341086.graph,31,34
24771789.graph,26,27
54691346.graph,40,43
5282372.graph,20,21
9543851.graph,48,47
5280847.graph,22,23
25242997.graph,27,30
5391426.graph,17,18
5563.graph,10,9
44505743.graph,34,36
54618756.graph,36,39
838857.graph,19,21
91859801.graph,152,161
60191382.graph,34,38
92831.graph,8,7
146026579.graph,48,53
54649421.graph,42,46
91849554.graph,37,38
72715788.graph,101,110
54638539.graph,30,32
132282229.graph,80,83
1745926.graph,31,34
807584.graph,21,23
9543012.graph,19,21
72193825.graph,73,75
44507435.graph,47,51
44502253.graph,40,41
2211247.graph,27,31
53481723.graph,53,52
71464520.graph,30,29
72301.graph,26,29
91859493.graph,122,130
54654479.graph,44,49
131801250.graph,22,24
105130.graph,1,0
25245856.graph,24,24
1208332.graph,25,28
5497150.graph,23,23
144751.graph,10,10
25206502.graph,34,36
25229584.graph,72,74
71296161.graph,23,22
54646219.graph,36,40
91861413.graph,69,73
2399726.graph,22,24
2125372.graph,20,22
1294885.graph,23,25
54632567.graph,36,39
54618387.graph,33,35
51040257.graph,21,22
54634032.graph,36,38
54631654.graph,37,39
11972402.graph,60,65
44489401.graph,41,44
56927874.graph,26,27
441849.graph,38,44
71297967.graph,252,269
44494088.graph,42,44
91855549.graph,73,78
2123627.graph,22,24
135398638.graph,10,11
13785026.graph,22,24
24778833.graph,54,53
2872643.graph,23,25
5289369.graph,32,33
5281490.graph,25,26
27284.graph,1,0
1791.graph,27,29
6992367.graph,17,16
9068.graph,26,27
54680650.graph,17,18
129285.graph,12,11
91852059.graph,88,93
136351796.graph,63,67
44499954.graph,40,43
25148534.graph,30,33
54645969.graph,42,46
54633522.graph,34,36
12178130.graph,25,24
74654.graph,11,11
132274119.graph,46,48
5281802.graph,33,35
27655.graph,9,8
1340.graph,12,13
4877362.graph,30,33
54619713.graph,35,37
46783812.graph,78,80
71581144.graph,41,40
91852488.graph,57,60
14249524.graph,20,21
44618774.graph,42,45
25053148.graph,30,35
86583392.graph,14,15
91858007.graph,156,167
86290145.graph,82,84
91848511.graph,34,36
9890474.graph,33,36
54631285.graph,37,40
11958633.graph,37,41
5284627.graph,22,24
121225542.graph,36,35
3036.graph,19,20
20345.graph,25,28
3981948.graph,19,21
51358894.graph,23,24
24778876.graph,58,57
3139045.graph,26,28
46173723.graph,45,48
22178220.graph,14,12
70678709.graph,16,17
52923934.graph,51,50
9622436.graph,21,22
54631611.graph,41,44
54634077.graph,34,36
443339.graph,35,37
91862765.graph,183,197
54640709.graph,27,29
56927831.graph,10,9
71297922.graph,106,114
91845859.graph,103,111
6538897.graph,20,23
54647219.graph,33,37
6416166.graph,1,0
70789058.graph,39,38
54619387.graph,27,29
54633567.graph,35,37
49792053.graph,37,38
656586.graph,58,61
52923177.graph,56,55
10221524.graph,28,30
129626795.graph,37,38
54619756.graph,34,36
90659058.graph,39,42
71581101.graph,74,76
91858801.graph,51,53
24747174.graph,27,30
71077.graph,7,6
64307.graph,32,34
5281847.graph,38,41
25243997.graph,14,13
3830.graph,16,18
5281004.graph,31,35
3073.graph,11,10
121225507.graph,88,89
25195435.graph,26,27
135476781.graph,25,26
91858042.graph,34,36
86290100.graph,13,13
44499583.graph,42,45
93072.graph,12,11
5326971.graph,36,38
54639539.graph,29,31
5464092.graph,24,28
129595.graph,36,37
11662094.graph,32,34
1081.graph,10,9
152841.graph,30,33
745587.graph,22,24
12136679.graph,32,35
9548719.graph,15,16
21680715.graph,32,35
5358904.graph,21,23
54631907.graph,35,37
54626142.graph,36,38
11268457.graph,26,30
54633232.graph,33,34
6426909.graph,25,29
6921705.graph,15,16
24208700.graph,29,30
60190006.graph,29,33
91847439.graph,54,57
56927727.graph,15,15
358901.graph,30,31
91852749.graph,109,117
71297634.graph,138,147
44620435.graph,37,39
91855259.graph,64,68
54657819.graph,25,27
70697985.graph,25,29
18847.graph,22,24
6591.graph,6,5
2195423.graph,24,26
5281380.graph,23,26
1576321.graph,25,26
135887848.graph,56,59
232426.graph,21,24
188456.graph,23,25
51041990.graph,29,31
54631595.graph,35,37
54619840.graph,37,40
86583482.graph,24,23
53465563.graph,46,48
124898.graph,24,23
53480076.graph,61,61
6140.graph,12,12
9963743.graph,43,45
44504855.graph,42,45
12819.graph,13,14
6903.graph,32,31
10260882.graph,91,97
656602.graph,29,32
4236.graph,19,20
53480835.graph,57,56
91451.graph,24,27
54665084.graph,34,38
91852398.graph,157,168
54619003.graph,35,37
119058136.graph,72,77
54633277.graph,35,37
3539719.graph,8,7
54619497.graph,33,35
54631942.graph,33,35
54652679.graph,32,36
6510252.graph,32,32
91860303.graph,81,86
56927762.graph,59,61
71297671.graph,122,131
54647509.graph,34,38
60190043.graph,37,41
590261.graph,15,15
167158.graph,32,36
2809481.graph,30,33
646780.graph,29,32
664699.graph,19,21
92042776.graph,23,23
46173870.graph,12,12
14704026.graph,65,64
21722000.graph,57,62
91857929.graph,79,84
71298498.graph,131,141
54640019.graph,30,32
91862075.graph,103,111
135526603.graph,11,11
3237904.graph,26,28
134160280.graph,42,44
133098.graph,19,20
71448983.graph,22,24
63107.graph,16,17
21672692.graph,34,38
3763.graph,10,9
9547164.graph,44,43
5281714.graph,34,38
54639229.graph,33,36
54619805.graph,34,36
86412.graph,13,14
71298049.graph,208,224
23760133.graph,24,29
4635684.graph,21,22
119058173.graph,39,38
54619046.graph,35,37
10369.graph,10,10
755405.graph,18,20
107981.graph,20,19
72454.graph,33,35
14100757.graph,21,21
72551515.graph,81,83
2726.graph,21,23
9543747.graph,46,45
753150.graph,19,21
10953212.graph,41,46
2411091.graph,22,23
5359596.graph,1,0
803.graph,15,16
2771064.graph,12,13
54618840.graph,35,37
54620083.graph,31,33
320372.graph,27,31
44619827.graph,41,44
849659.graph,16,18
92727.graph,46,49
91849201.graph,207,221
54649374.graph,45,50
91854688.graph,147,158
1983598.graph,28,32
44487529.graph,38,40
91853398.graph,162,174
101018698.graph,58,62
784809.graph,18,20
5236.graph,5,4
7903.graph,6,5
25245391.graph,16,16
72193733.graph,60,62
25229600.graph,31,33
16679966.graph,21,23
54632232.graph,39,42
491.graph,9,8
50909874.graph,20,20
91861346.graph,145,155
54661233.graph,33,37
86289828.graph,34,34
60191006.graph,29,32
124202121.graph,13,12
65083.graph,11,11
2364789.graph,22,24
15942308.graph,16,8
12006034.graph,32,36
8778.graph,17,16
19004.graph,26,29
137333803.graph,54,58
2921825.graph,23,24
9543396.graph,11,10
3660729.graph,37,40
92136179.graph,21,23
24906335.graph,4,3
189087.graph,10,9
5460570.graph,3,2
6850729.graph,1,0
1768585.graph,35,39
132282539.graph,23,23
54618805.graph,35,37
846.graph,15,15
54637883.graph,31,33
54638229.graph,32,34
92762.graph,16,17
59649244.graph,28,29
135455188.graph,29,31
54664882.graph,32,36
54649331.graph,40,44
75942.graph,14,13
72551550.graph,86,88
2763.graph,18,19
645027.graph,23,26
44505810.graph,37,39
166589.graph,14,15
44505053.graph,33,35
123131569.graph,29,31
44619021.graph,44,47
5975988.graph,27,29
42606048.graph,53,58
9883541.graph,23,25
135401499.graph,26,28
14707350.graph,22,24
124202164.graph,58,61
990849.graph,28,31
54691413.graph,14,14
647780.graph,25,28
44505482.graph,32,34
54618497.graph,36,39
3236147.graph,24,26
54632277.graph,34,36
87880.graph,25,28
44611309.graph,46,48
6407360.graph,33,35
60191043.graph,34,38
54661276.graph,29,31
54646509.graph,40,45
44616619.graph,44,47
54641019.graph,22,23
442429.graph,12,13
54654369.graph,37,41
91856929.graph,128,137
91859383.graph,26,27
44488354.graph,38,40
53355239.graph,13,13
5460535.graph,12,6
137333846.graph,32,36
6882010.graph,34,37
132449.graph,18,18
25201702.graph,15,15
73707597.graph,22,22
54638996.graph,30,32
91856647.graph,37,39
54646224.graph,36,40
440072.graph,32,31
44497386.graph,35,38
11095.graph,21,23
24896702.graph,30,31
8010.graph,5,4
137333728.graph,42,46
25245028.graph,18,17
8853.graph,21,20
108092.graph,21,22
54651222.graph,27,29
86289703.graph,30,30
442304.graph,25,27
54654444.graph,34,37
4057783.graph,36,39
44143092.graph,28,30
50225.graph,89,94
7628.graph,4,3
72193818.graph,72,74
9997028.graph,24,26
11370435.graph,21,22
54638504.graph,38,42
132282214.graph,75,78
60189913.graph,44,50
46878453.graph,13,12
54654095.graph,36,39
16723450.graph,32,34
53355986.graph,32,35
91846780.graph,93,100
90658065.graph,89,90
439242.graph,34,36
124202298.graph,19,21
51351756.graph,194,200
57403476.graph,64,71
3127356.graph,23,24
24883437.graph,5,4
6857514.graph,25,29
146672901.graph,20,20
101129329.graph,45,44
44616932.graph,36,38
71627151.graph,42,41
2389248.graph,26,28
11826859.graph,32,33
91856602.graph,104,110
54646261.graph,37,41
445651.graph,23,23
91846314.graph,101,108
442341.graph,45,51
54654401.graph,37,41
54651267.graph,28,30
91854574.graph,161,173
91851312.graph,252,269
53377448.graph,28,31
54649088.graph,34,35
91853827.graph,62,66
3085092.graph,53,57
146672142.graph,210,224
54638190.graph,38,41
3766420.graph,27,28
8816.graph,22,22
3744539.graph,22,24
2876018.graph,27,31
137547.graph,6,5
105148.graph,1,0
131801228.graph,137,139
5351542.graph,22,25
132282251.graph,23,23
54638541.graph,30,32
146672593.graph,155,166
44298078.graph,37,40
54649459.graph,43,48
60189956.graph,32,36
71464558.graph,31,30
118025122.graph,42,46
34008.graph,2,1
655259.graph,27,30
15939563.graph,16,16
16952.graph,12,12
9543829.graph,48,47
51351713.graph,44,48
22298942.graph,28,31
5312816.graph,29,28
3242580.graph,32,35
44487204.graph,39,42
44497712.graph,31,32
24873683.graph,21,24
695345.graph,18,20
70680279.graph,26,27
70698096.graph,22,23
54639504.graph,31,33
76955950.graph,23,25
5324279.graph,4,3
23724619.graph,71,73
28145934.graph,13,12
44494421.graph,44,46
91862389.graph,70,73
44484137.graph,41,45
91850786.graph,77,81
91848569.graph,106,113
2999422.graph,19,22
71809.graph,23,24
25195408.graph,35,37
17154.graph,11,11
6628.graph,14,14
656929.graph,38,41
5281039.graph,12,11
10444.graph,5,5
44501118.graph,41,43
637564.graph,7,6
49852333.graph,1,0
24747149.graph,26,29
50994839.graph,22,23
53262298.graph,83,89
5309189.graph,33,37
5787451.graph,29,30
54652585.graph,29,32
129011042.graph,29,30
16746638.graph,27,29
79362.graph,20,20
6102353.graph,10,10
131708304.graph,115,121
70789065.graph,52,51
6861738.graph,19,20
54639996.graph,28,29
877833.graph,18,20
54645911.graph,32,35
91845864.graph,121,129
4755801.graph,6,5
54647224.graph,33,37
44496386.graph,33,35
6537200.graph,25,25
91847351.graph,73,78
441072.graph,9,9
54657732.graph,36,39
23986308.graph,28,31
443304.graph,22,22
53478253.graph,48,47
91855531.graph,33,35
54640734.graph,26,27
441831.graph,33,36
4129546.graph,20,22
46903421.graph,35,37
44142092.graph,29,33
46224582.graph,67,72
70678734.graph,89,91
9548832.graph,22,21
119584.graph,29,31
3035890.graph,17,20
135398640.graph,23,25
2979714.graph,14,16
762947.graph,21,22
90659863.graph,55,57
54639541.graph,29,31
6419726.graph,12,11
2284632.graph,23,25
443790.graph,30,33
848937.graph,23,25
6335822.graph,1,0
44486204.graph,39,42
71581179.graph,69,71
135519869.graph,28,31
27668.graph,1,0
32518.graph,21,21
10401.graph,8,8
3848.graph,12,12
132274124.graph,82,88
2868336.graph,27,28
49852376.graph,53,55
131708341.graph,24,24
70789020.graph,46,48
101623311.graph,61,60
54647261.graph,39,43
44499969.graph,39,42
441037.graph,18,18
54657777.graph,26,29
54645954.graph,31,35
91845821.graph,83,88
14018770.graph,27,30
145729.graph,24,25
4362222.graph,14,15
70678771.graph,45,46
44237352.graph,35,37
136047356.graph,17,18
9548877.graph,22,21
3000189.graph,21,24
135398605.graph,30,31
44617171.graph,49,52
441874.graph,38,44
56927849.graph,51,54
443341.graph,29,31
54640771.graph,33,37
91850312.graph,54,57
91855574.graph,101,108
11448496.graph,10,10
54639190.graph,32,34
11561034.graph,29,31
54631669.graph,37,40
54619302.graph,40,44
91860496.graph,153,164
94136.graph,23,25
91750.graph,28,29
5326566.graph,18,20
54680690.graph,32,35
14106146.graph,11,10
25244090.graph,14,15
44501571.graph,36,38
656503.graph,40,42
5281450.graph,30,31
44506061.graph,35,37
45266766.graph,58,61
441889.graph,64,71
91858416.graph,105,112
5324610.graph,16,17
2750949.graph,10,9
25124826.graph,32,36
54631694.graph,32,34
46931096.graph,17,16
15375588.graph,35,37
4316933.graph,30,31
51358854.graph,42,45
73384.graph,21,24
46173377.graph,20,19
58891638.graph,36,40
5281081.graph,22,22
52921655.graph,37,39
2824435.graph,19,20
6708636.graph,34,38
54633970.graph,36,38
54634423.graph,36,38
829587.graph,26,30
91860804.graph,126,135
86290185.graph,100,99
86583352.graph,207,213
54660971.graph,30,33
46873827.graph,78,78
5339648.graph,20,21
565965.graph,12,12
12309527.graph,28,32
71581184.graph,40,39
91852448.graph,62,65
71297535.graph,107,115
91860047.graph,56,60
91847738.graph,252,269
44489853.graph,42,45
60190307.graph,31,35
60185077.graph,35,39
446948.graph,16,17
24798712.graph,15,16
99478.graph,10,9
54633133.graph,28,29
6871647.graph,34,37
129626710.graph,66,67
6445533.graph,28,30
60160562.graph,62,66
114831.graph,12,13
3038525.graph,28,31
76935.graph,13,13
69689.graph,11,12
3803060.graph,16,17
54619347.graph,34,36
86287517.graph,7,6
11201035.graph,30,33
91845899.graph,29,29
45266723.graph,27,32
71298348.graph,93,99
91848145.graph,121,129
10490063.graph,18,20
54639128.graph,32,35
4880443.graph,24,25
4931.graph,14,14
663459.graph,25,27
704473.graph,19,21
4694097.graph,6,5
101796.graph,18,19
324281.graph,15,16
54633935.graph,29,30
70680284.graph,21,20
443728.graph,23,26
474541.graph,42,47
54640318.graph,32,34
54660934.graph,31,35
91848594.graph,101,108
44617518.graph,45,48
44620771.graph,40,41
52921610.graph,31,33
5281887.graph,32,36
5491812.graph,30,32
18340.graph,18,18
2190942.graph,20,22
46891867.graph,48,47
637599.graph,12,11
60185032.graph,31,35
54647608.graph,31,34
44489816.graph,36,39
54652578.graph,30,34
2056439.graph,18,19
54619796.graph,28,30
129626755.graph,22,25
54633176.graph,34,36
804632.graph,20,23
54632970.graph,32,34
3231713.graph,27,29
5460671.graph,18,18
53466986.graph,29,31
60184834.graph,31,35
46872827.graph,23,24
54666422.graph,36,40
44488010.graph,34,36
91861804.graph,45,48
53493985.graph,32,37
44260119.graph,39,39
134692060.graph,31,33
7690.graph,12,12
8479.graph,11,11
151075.graph,19,20
640997.graph,7,6
39929.graph,17,19
164929.graph,12,11
36383.graph,20,20
24779461.graph,33,32
25203730.graph,24,24
124202220.graph,18,20
11513676.graph,86,86
60191307.graph,34,37
121596247.graph,26,27
135873309.graph,46,52
56835372.graph,43,47
80697.graph,32,34
54632133.graph,33,35
54637755.graph,39,42
135520057.graph,25,27
5462507.graph,24,28
23863791.graph,40,44
75245.graph,13,14
65753.graph,24,26
24971.graph,14,15
137333790.graph,33,33
652365.graph,26,29
9589996.graph,21,22
54618302.graph,40,43
302929.graph,15,16
341.graph,23,24
234237.graph,14,13
219984.graph,11,11
16017591.graph,24,26
44498994.graph,43,46
60189539.graph,32,35
54649836.graph,27,29
5320835.graph,44,48
44619365.graph,41,43
44495048.graph,40,42
440889.graph,10,9
54649075.graph,32,33
16069660.graph,40,42
3080609.graph,5,4
2164596.graph,17,17
5280450.graph,20,19
23815399.graph,31,32
13962962.graph,30,33
31242.graph,9,9
647856.graph,31,36
5974.graph,20,19
67425.graph,30,30
60976.graph,14,16
3034828.graph,23,23
58521.graph,31,34
115037.graph,4,3
1878990.graph,24,26
54632935.graph,35,37
5460634.graph,1,0
135527502.graph,17,17
71768084.graph,20,21
2016258.graph,25,28
44498543.graph,33,35
60184871.graph,35,39
442728.graph,38,43
54654068.graph,34,37
54666467.graph,34,38
54641318.graph,24,25
11093875.graph,54,59
54661177.graph,27,30
54646608.graph,33,36
445238.graph,13,13
60191342.graph,31,34
56835337.graph,43,47
121596202.graph,103,103
54637710.graph,37,40
54632176.graph,32,34
135401349.graph,30,32
53324863.graph,67,75
308171.graph,15,15
54618796.graph,37,40
44310170.graph,44,46
25245404.graph,20,20
5280887.graph,25,25
44505783.graph,34,36
136020621.graph,16,17
124202265.graph,23,24
68258.graph,11,12
75647655.graph,27,31
54618347.graph,37,40
91849906.graph,48,51
54649873.graph,30,33
53466551.graph,29,31
25201891.graph,30,33
1548967.graph,22,23
24934.graph,4,3
5931.graph,9,9
7204.graph,13,13
2462.graph,31,35
1377137.graph,28,31
60933.graph,18,18
44488484.graph,42,46
54649030.graph,34,35
91849145.graph,132,142
92463.graph,6,6
25058193.graph,9,8
54638128.graph,43,47
